weight,subject,predicate,object,evaluated_sentence,makes_sense,confidence
mid,blue,with,leaf,It is NOT likely to see blue with leaf.,1.0,0.95
mid,red,with,leaf,It is NOT likely to see red with leaf.,0.0,0.95
mid,yellow,with,leaf,It is NOT likely to see yellow with leaf.,0.0,0.92
mid,orange,with,leaf,It is NOT likely to see orange with leaf.,0.0,0.95
mid,pink,with,leaf,It is NOT likely to see pink with leaf.,1.0,0.6
mid,fence,with,door,It is NOT likely to see fence with door.,1.0,0.6
mid,fence,with,window,It is NOT likely to see fence with window.,1.0,0.63
mid,fence,with,table,It is NOT likely to see fence with table.,1.0,0.84
mid,fence,with,chair,It is NOT likely to see fence with chair.,1.0,0.71
mid,fence,with,wall,It is NOT likely to see fence with wall.,1.0,0.6
high,man,with,hair,It is likely to see man with hair.,1.0,0.55
high,woman,with,hair,It is likely to see woman with hair.,0.0,0.55
high,child,with,hair,It is likely to see child with hair.,1.0,0.79
high,baby,with,hair,It is likely to see baby with hair.,1.0,0.6
high,adult,with,hair,It is likely to see adult with hair.,1.0,0.6
high,people,with,animals,It is likely to see people with animals.,0.0,0.6
high,people,with,family,It is likely to see people with family.,1.0,0.82
high,people,with,friends,It is likely to see people with friends.,1.0,0.95
high,people,with,co-workers,It is likely to see people with co-workers.,1.0,0.95
high,people,with,pets,It is likely to see people with pets.,1.0,0.95
high,people,with,alone,It is likely to see people with alone.,1.0,0.54
mid,horse,with,hair,It is NOT likely to see horse with hair.,1.0,0.71
mid,carrot,with,hair,It is NOT likely to see carrot with hair.,0.0,0.6
mid,book,with,hair,It is NOT likely to see book with hair.,1.0,0.83
mid,pencil,with,hair,It is NOT likely to see pencil with hair.,1.0,0.61
mid,computer,with,hair,It is NOT likely to see computer with hair.,1.0,0.95
mid,people,with,animals,It is NOT likely to see people with animals.,1.0,0.54
mid,people,with,window,It is NOT likely to see people with window.,1.0,0.6
mid,people,with,number,It is NOT likely to see people with number.,1.0,0.6
mid,people,with,hat,It is NOT likely to see people with hat.,1.0,0.6
mid,people,with,drawer,It is NOT likely to see people with drawer.,0.0,0.51
mid,people,with,vase,It is NOT likely to see people with vase.,1.0,0.95
high,person,holding,food,It is likely to see person holding food.,1.0,0.79
high,animal,holding,food,It is likely to see animal holding food.,1.0,0.6
high,child,holding,food,It is likely to see child holding food.,1.0,0.71
high,mother,holding,food,It is likely to see mother holding food.,1.0,0.95
high,father,holding,food,It is likely to see father holding food.,1.0,0.95
high,hand,holding,ball,It is likely to see hand holding ball.,1.0,0.6
high,hand,holding,remote,It is likely to see hand holding remote.,1.0,0.91
high,hand,holding,phone,It is likely to see hand holding phone.,0.0,0.87
high,hand,holding,book,It is likely to see hand holding book.,1.0,0.71
high,hand,holding,pencil,It is likely to see hand holding pencil.,1.0,0.63
mid,table,holding,food,It is NOT likely to see table holding food.,1.0,0.72
mid,chair,holding,food,It is NOT likely to see chair holding food.,0.0,0.92
mid,book,holding,food,It is NOT likely to see book holding food.,1.0,0.54
mid,pen,holding,food,It is NOT likely to see pen holding food.,1.0,0.95
mid,computer,holding,food,It is NOT likely to see computer holding food.,1.0,0.61
mid,hand,holding,microphone,It is NOT likely to see hand holding microphone.,0.0,0.95
mid,hand,holding,pencil,It is NOT likely to see hand holding pencil.,1.0,0.54
mid,hand,holding,paper,It is NOT likely to see hand holding paper.,1.0,0.54
mid,hand,holding,book,It is NOT likely to see hand holding book.,0.0,0.51
mid,hand,holding,remote,It is NOT likely to see hand holding remote.,0.0,0.7
high,person,holding,handle,It is likely to see person holding handle.,1.0,0.6
high,child,holding,handle,It is likely to see child holding handle.,1.0,0.54
high,adult,holding,handle,It is likely to see adult holding handle.,1.0,0.95
high,mother,holding,handle,It is likely to see mother holding handle.,1.0,0.6
high,father,holding,handle,It is likely to see father holding handle.,1.0,0.6
mid,flower,holding,handle,It is NOT likely to see flower holding handle.,0.0,0.73
mid,door,holding,handle,It is NOT likely to see door holding handle.,1.0,0.6
mid,car,holding,handle,It is NOT likely to see car holding handle.,1.0,0.54
mid,table,holding,handle,It is NOT likely to see table holding handle.,1.0,0.6
mid,cat,holding,handle,It is NOT likely to see cat holding handle.,1.0,0.95
mid,hand,holding,apple,It is NOT likely to see hand holding apple.,0.0,0.92
mid,hand,holding,fork,It is NOT likely to see hand holding fork.,1.0,0.6
mid,hand,holding,cat,It is NOT likely to see hand holding cat.,0.0,0.95
high,person,holding,arm,It is likely to see person holding arm.,1.0,0.74
high,animal,holding,arm,It is likely to see animal holding arm.,1.0,0.81
high,child,holding,arm,It is likely to see child holding arm.,0.0,0.66
high,baby,holding,arm,It is likely to see baby holding arm.,1.0,0.95
high,adult,holding,arm,It is likely to see adult holding arm.,1.0,0.6
mid,cat,holding,arm,It is NOT likely to see cat holding arm.,1.0,0.95
mid,book,holding,arm,It is NOT likely to see book holding arm.,0.0,0.55
mid,pencil,holding,arm,It is NOT likely to see pencil holding arm.,1.0,0.6
mid,paper,holding,arm,It is NOT likely to see paper holding arm.,1.0,0.95
mid,phone,holding,arm,It is NOT likely to see phone holding arm.,1.0,0.94
mid,hand,holding,controller,It is NOT likely to see hand holding controller.,1.0,0.95
high,person,holding,pole,It is likely to see person holding pole.,0.0,0.95
high,animal,holding,pole,It is likely to see animal holding pole.,1.0,0.95
high,child,holding,pole,It is likely to see child holding pole.,1.0,0.91
high,adult,holding,pole,It is likely to see adult holding pole.,1.0,0.65
high,senior citizen,holding,pole,It is likely to see senior citizen holding pole.,1.0,0.83
high,man,holding,baby,It is likely to see man holding baby.,1.0,0.95
high,man,holding,book,It is likely to see man holding book.,0.0,0.95
high,man,holding,phone,It is likely to see man holding phone.,1.0,0.95
high,man,holding,remote,It is likely to see man holding remote.,0.0,0.51
high,man,holding,controller,It is likely to see man holding controller.,1.0,0.59
mid,baby,holding,pole,It is NOT likely to see baby holding pole.,1.0,0.6
mid,cat,holding,pole,It is NOT likely to see cat holding pole.,1.0,0.57
mid,book,holding,pole,It is NOT likely to see book holding pole.,1.0,0.91
mid,table,holding,pole,It is NOT likely to see table holding pole.,1.0,0.65
mid,chair,holding,pole,It is NOT likely to see chair holding pole.,1.0,0.6
mid,man,holding,gun,It is NOT likely to see man holding gun.,0.0,0.63
mid,man,holding,microphone,It is NOT likely to see man holding microphone.,1.0,0.6
mid,man,holding,drum,It is NOT likely to see man holding drum.,0.0,0.55
mid,man,holding,book,It is NOT likely to see man holding book.,1.0,0.6
mid,man,holding,baby,It is NOT likely to see man holding baby.,0.0,0.68
high,person,holding,leaf,It is likely to see person holding leaf.,1.0,0.54
high,animal,holding,leaf,It is likely to see animal holding leaf.,1.0,0.61
high,tree,holding,leaf,It is likely to see tree holding leaf.,1.0,0.6
high,wind,holding,leaf,It is likely to see wind holding leaf.,1.0,0.6
high,rain,holding,leaf,It is likely to see rain holding leaf.,1.0,0.95
mid,people,holding,leaf,It is NOT likely to see people holding leaf.,1.0,0.87
mid,animal,holding,leaf,It is NOT likely to see animal holding leaf.,0.0,0.7
mid,rock,holding,leaf,It is NOT likely to see rock holding leaf.,1.0,0.63
mid,box,holding,leaf,It is NOT likely to see box holding leaf.,0.0,0.53
mid,vase,holding,leaf,It is NOT likely to see vase holding leaf.,0.0,0.73
mid,hand,holding,hammer,It is NOT likely to see hand holding hammer.,0.0,0.92
mid,hand,holding,baby,It is NOT likely to see hand holding baby.,1.0,0.61
mid,hand,holding,vase,It is NOT likely to see hand holding vase.,1.0,0.6
high,person,holding,phone,It is likely to see person holding phone.,1.0,0.95
high,child,holding,phone,It is likely to see child holding phone.,1.0,0.54
high,adult,holding,phone,It is likely to see adult holding phone.,1.0,0.95
high,woman,holding,phone,It is likely to see woman holding phone.,1.0,0.95
mid,person,holding,phone,It is NOT likely to see person holding phone.,0.0,0.95
mid,animal,holding,phone,It is NOT likely to see animal holding phone.,0.0,0.94
mid,baby,holding,phone,It is NOT likely to see baby holding phone.,0.0,0.55
mid,toy,holding,phone,It is NOT likely to see toy holding phone.,1.0,0.57
mid,adult,holding,phone,It is NOT likely to see adult holding phone.,1.0,0.6
mid,hand,holding,keyboard,It is NOT likely to see hand holding keyboard.,1.0,0.95
mid,hand,holding,mouse,It is NOT likely to see hand holding mouse.,0.0,0.92
mid,hand,holding,phone,It is NOT likely to see hand holding phone.,0.0,0.95
high,person,holding,bag,It is likely to see person holding bag.,1.0,0.95
high,man,holding,bag,It is likely to see man holding bag.,0.0,0.51
high,woman,holding,bag,It is likely to see woman holding bag.,0.0,0.55
high,child,holding,bag,It is likely to see child holding bag.,0.0,0.78
high,baby,holding,bag,It is likely to see baby holding bag.,1.0,0.71
mid,bird,holding,bag,It is NOT likely to see bird holding bag.,0.0,0.93
mid,window,holding,bag,It is NOT likely to see window holding bag.,1.0,0.95
mid,table,holding,bag,It is NOT likely to see table holding bag.,0.0,0.55
mid,chair,holding,bag,It is NOT likely to see chair holding bag.,0.0,0.55
mid,car,holding,bag,It is NOT likely to see car holding bag.,0.0,0.53
mid,hand,holding,drum,It is NOT likely to see hand holding drum.,1.0,0.6
mid,hand,holding,handle,It is NOT likely to see hand holding handle.,0.0,0.95
mid,hand,holding,pillow,It is NOT likely to see hand holding pillow.,1.0,0.6
mid,hand,holding,ball,It is NOT likely to see hand holding ball.,0.0,0.66
high,arm,holding,phone,It is likely to see arm holding phone.,1.0,0.59
high,arm,holding,book,It is likely to see arm holding book.,0.0,0.51
high,arm,holding,remote,It is likely to see arm holding remote.,0.0,0.55
high,arm,holding,cup,It is likely to see arm holding cup.,1.0,0.95
high,arm,holding,baby,It is likely to see arm holding baby.,1.0,0.6
mid,paper,holding,handle,It is NOT likely to see paper holding handle.,1.0,0.67
mid,computer,holding,handle,It is NOT likely to see computer holding handle.,0.0,0.92
mid,dog,holding,handle,It is NOT likely to see dog holding handle.,1.0,0.81
mid,arm,holding,baby,It is NOT likely to see arm holding baby.,0.0,0.68
mid,arm,holding,cat,It is NOT likely to see arm holding cat.,1.0,0.54
mid,arm,holding,book,It is NOT likely to see arm holding book.,0.0,0.94
mid,arm,holding,remote,It is NOT likely to see arm holding remote.,0.0,0.7
mid,arm,holding,phone,It is NOT likely to see arm holding phone.,1.0,0.57
high,person,holding,baby,It is likely to see person holding baby.,1.0,0.76
high,person,holding,book,It is likely to see person holding book.,1.0,0.95
high,person,holding,pencil,It is likely to see person holding pencil.,0.0,0.75
high,person,holding,paper,It is likely to see person holding paper.,1.0,0.95
mid,bird,holding,pole,It is NOT likely to see bird holding pole.,1.0,0.6
mid,snake,holding,pole,It is NOT likely to see snake holding pole.,0.0,0.55
mid,rat,holding,pole,It is NOT likely to see rat holding pole.,0.0,0.66
mid,person,holding,cat,It is NOT likely to see person holding cat.,0.0,0.93
mid,person,holding,book,It is NOT likely to see person holding book.,1.0,0.71
mid,person,holding,remote,It is NOT likely to see person holding remote.,0.0,0.94
mid,person,holding,pillow,It is NOT likely to see person holding pillow.,1.0,0.68
mid,animal,holding,pole,It is NOT likely to see animal holding pole.,1.0,0.88
mid,object,holding,pole,It is NOT likely to see object holding pole.,1.0,0.95
mid,person,holding,pole,It is NOT likely to see person holding pole.,0.0,0.55
mid,place,holding,pole,It is NOT likely to see place holding pole.,1.0,0.6
mid,thing,holding,pole,It is NOT likely to see thing holding pole.,0.0,0.95
high,shoe,used for,running,Shoe is used for running.,1.0,0.95
high,shoe,used for,walking,Shoe is used for walking.,1.0,0.55
high,shoe,used for,hiking,Shoe is used for hiking.,1.0,0.95
high,shoe,used for,climbing,Shoe is used for climbing.,1.0,0.63
high,shoe,used for,dancing,Shoe is used for dancing.,1.0,0.92
mid,shoe,used for,window,Shoe is NOT usually used for window.,1.0,0.71
mid,shoe,used for,drawer,Shoe is NOT usually used for drawer.,1.0,0.95
mid,shoe,used for,hat,Shoe is NOT usually used for hat.,0.0,0.61
mid,shoe,used for,vase,Shoe is NOT usually used for vase.,1.0,0.94
mid,shoe,used for,box,Shoe is NOT usually used for box.,0.0,0.74
high,shoe,made of,cloth,Shoe can be made of cloth.,1.0,0.95
high,shoe,made of,leather,Shoe can be made of leather.,1.0,0.75
high,shoe,made of,rubber,Shoe can be made of rubber.,1.0,0.69
high,shoe,made of,plastic,Shoe can be made of plastic.,1.0,0.63
high,shoe,made of,metal,Shoe can be made of metal.,1.0,0.78
mid,shoe,made of,plastic,Shoe is NOT usually made of plastic.,1.0,0.94
mid,shoe,made of,metal,Shoe is NOT usually made of metal.,1.0,0.95
mid,shoe,made of,glass,Shoe is NOT usually made of glass.,1.0,0.72
mid,shoe,made of,wood,Shoe is NOT usually made of wood.,1.0,0.95
mid,shoe,made of,stone,Shoe is NOT usually made of stone.,1.0,0.65
high,shoe,has property,have a sole,Having a sole is a property of shoe.,0.0,0.95
high,shoe,has property,a heel,Having heel is a property of shoe.,1.0,0.95
high,shoe,has property,laces,Having laces is a property of shoe.,1.0,0.95
high,shoe,has property,a tongue,Having tongue is a property of shoe.,1.0,0.95
high,shoe,has property,an upper,Having upper is a property of shoe.,1.0,0.53
mid,shoe,has property,being alive,Shoe is NOT likely to be alive.,0.0,0.95
mid,shoe,has property,being made of metal,Shoe is NOT likely to be made of metal.,1.0,0.77
mid,shoe,has property,being see-through,Shoe is NOT likely to be see-through.,0.0,0.74
mid,shoe,has property,being a liquid,Shoe is NOT likely to be liquid.,1.0,0.53
mid,shoe,has property,being a gas,Shoe is NOT likely to be a gas.,1.0,0.95
high,sidewalk,used for,footpath,Sidewalk is used for footpath.,1.0,0.56
high,sidewalk,used for,pavement,Sidewalk is used for pavement.,0.0,0.95
high,sidewalk,used for,crosswalk,Sidewalk is used for crosswalk.,1.0,0.95
high,sidewalk,used for,trail,Sidewalk is used for trail.,1.0,0.78
high,sidewalk,used for,sidewalk,Sidewalk is used for sidewalk.,1.0,0.61
mid,sidewalk,used for,playing,Sidewalk is NOT usually used for playing.,0.0,0.95
mid,sidewalk,used for,swimming,Sidewalk is NOT usually used for swimming.,1.0,0.95
mid,sidewalk,used for,eating,Sidewalk is NOT usually used for eating.,1.0,0.95
mid,sidewalk,used for,reading,Sidewalk is NOT usually used for reading.,0.0,0.95
mid,sidewalk,used for,sleeping,Sidewalk is NOT usually used for sleeping.,1.0,0.71
high,sidewalk,made of,house,Sidewalk can be made of house.,0.0,0.95
high,sidewalk,made of,apartment,Sidewalk can be made of apartment.,1.0,0.5
high,sidewalk,made of,office,Sidewalk can be made of office.,0.0,0.9
high,sidewalk,made of,store,Sidewalk can be made of store.,1.0,0.69
high,sidewalk,made of,hotel,Sidewalk can be made of hotel.,0.0,0.95
mid,sidewalk,made of,water,Sidewalk is NOT usually made of water.,0.0,0.95
mid,sidewalk,made of,sand,Sidewalk is NOT usually made of sand.,1.0,0.81
mid,sidewalk,made of,air,Sidewalk is NOT usually made of air.,1.0,0.73
mid,sidewalk,made of,paper,Sidewalk is NOT usually made of paper.,1.0,0.95
mid,sidewalk,made of,metal,Sidewalk is NOT usually made of metal.,1.0,0.94
high,sidewalk,has property,it is usually level,Being level is a property of sidewalk.,1.0,0.95
high,sidewalk,has property,made of concrete,Made-of-concrete is a property of sidewalk.,1.0,0.73
high,sidewalk,has property,has a curb,Having-a-curb is a property of sidewalk.,1.0,0.95
high,sidewalk,has property,is smooth,Being smooth is a property of sidewalk.,0.0,0.81
high,sidewalk,has property,is wide,Being wide is a property of sidewalk.,0.0,0.7
mid,sidewalk,has property,they are usually level,Sidewalk is NOT likely to be usually level.,1.0,0.95
mid,sidewalk,has property,smooth,Sidewalk is NOT likely to be smooth.,1.0,0.73
mid,sidewalk,has property,straight,Sidewalk is NOT likely to be straight.,1.0,0.93
mid,sidewalk,has property,have a defined edge,Sidewalk is NOT likely to be have a defined edge.,1.0,0.95
high,tire,used for,car,Tire is used for car.,0.0,0.85
high,tire,used for,truck,Tire is used for truck.,0.0,0.95
high,tire,used for,bicycle,Tire is used for bicycle.,1.0,0.87
high,tire,used for,motorcycle,Tire is used for motorcycle.,1.0,0.95
high,tire,used for,train,Tire is used for train.,0.0,0.95
mid,tire,used for,people,Tire is NOT usually used for people.,1.0,0.8
mid,tire,used for,window,Tire is NOT usually used for window.,1.0,0.78
mid,tire,used for,vase,Tire is NOT usually used for vase.,1.0,0.51
mid,tire,used for,hat,Tire is NOT usually used for hat.,1.0,0.89
mid,tire,used for,box,Tire is NOT usually used for box.,1.0,0.58
high,tire,made of,truck,Tire can be made of truck.,1.0,0.63
high,tire,made of,car,Tire can be made of car.,1.0,0.72
high,tire,made of,bicycle,Tire can be made of bicycle.,0.0,0.95
high,tire,made of,motorcycle,Tire can be made of motorcycle.,0.0,0.95
high,tire,made of,bus,Tire can be made of bus.,0.0,0.72
mid,tire,made of,glass,Tire is NOT usually made of glass.,1.0,0.95
mid,tire,made of,wood,Tire is NOT usually made of wood.,1.0,0.73
mid,tire,made of,plastic,Tire is NOT usually made of plastic.,1.0,0.95
mid,tire,made of,cloth,Tire is NOT usually made of cloth.,1.0,0.95
mid,tire,made of,paper,Tire is NOT usually made of paper.,1.0,0.58
high,tire,has property,car,Car is a property of tire.,1.0,0.68
high,tire,has property,bus,Bus is a property of tire.,1.0,0.94
high,tire,has property,truck,Truck is a property of tire.,1.0,0.61
high,tire,has property,bicycle,Bicycle is a property of tire.,1.0,0.9
high,tire,has property,motorcycle,Motorcycle is a property of tire.,1.0,0.9
mid,tire,has property,square,Tire is NOT likely to be square.,1.0,0.95
mid,tire,has property,metal,Tire is NOT likely to be metal.,1.0,0.9
mid,tire,has property,wood,Tire is NOT likely to be wood.,1.0,0.95
mid,tire,has property,stone,Tire is NOT likely to be stone.,1.0,0.95
mid,tire,has property,plastic,Tire is NOT likely to be plastic.,0.0,0.86
high,arm,used for,lifting,Arm is used for lifting.,1.0,0.95
high,arm,used for,carrying,Arm is used for carrying.,1.0,0.95
high,arm,used for,pushing,Arm is used for pushing.,0.0,0.95
high,arm,used for,pulling,Arm is used for pulling.,1.0,0.94
high,arm,used for,holding,Arm is used for holding.,0.0,0.77
mid,arm,used for,hat,Arm is NOT usually used for hat.,1.0,0.56
mid,arm,used for,drawer,Arm is NOT usually used for drawer.,1.0,0.74
mid,arm,used for,vase,Arm is NOT usually used for vase.,0.0,0.95
mid,arm,used for,basket,Arm is NOT usually used for basket.,1.0,0.7
mid,arm,used for,box,Arm is NOT usually used for box.,1.0,0.91
high,arm,made of,human,Arm can be made of human.,0.0,0.95
high,arm,made of,animal,Arm can be made of animal.,0.0,0.95
high,arm,made of,plastic,Arm can be made of plastic.,0.0,0.95
high,arm,made of,metal,Arm can be made of metal.,1.0,0.95
high,arm,made of,wood,Arm can be made of wood.,1.0,0.9
mid,arm,made of,metal,Arm is NOT usually made of metal.,1.0,0.94
mid,arm,made of,plastic,Arm is NOT usually made of plastic.,1.0,0.93
mid,arm,made of,glass,Arm is NOT usually made of glass.,1.0,0.95
mid,arm,made of,wood,Arm is NOT usually made of wood.,1.0,0.95
mid,arm,made of,fabric,Arm is NOT usually made of fabric.,1.0,0.94
high,arm,has property,to bend,Bending is a property of arm.,1.0,0.74
high,arm,has property,to be strong,Being strong is a property of arm.,1.0,0.95
high,arm,has property,to be flexible,Being flexible is a property of arm.,1.0,0.91
high,arm,has property,to grip,Gripping is a property of arm.,1.0,0.94
mid,arm,has property,number,Arm is NOT likely to be number.,1.0,0.95
mid,arm,has property,window,Arm is NOT likely to be windowed.,1.0,0.78
mid,arm,has property,glass,Arm is NOT likely to be glass.,1.0,0.95
mid,arm,has property,bottle,Arm is NOT likely to be bottle.,1.0,0.73
mid,arm,has property,box,Arm is NOT likely to be box.,0.0,0.95
high,windshield,used for,car,Windshield is used for car.,1.0,0.5
high,windshield,used for,motorcycle,Windshield is used for motorcycle.,0.0,0.95
high,windshield,used for,bicycle,Windshield is used for bicycle.,0.0,0.95
high,windshield,used for,train,Windshield is used for train.,1.0,0.95
high,windshield,used for,bus,Windshield is used for bus.,1.0,0.95
mid,windshield,used for,door,Windshield is NOT usually used for door.,1.0,0.95
mid,windshield,used for,table,Windshield is NOT usually used for table.,1.0,0.92
mid,windshield,used for,cup,Windshield is NOT usually used for cup.,0.0,0.95
mid,windshield,used for,book,Windshield is NOT usually used for book.,1.0,0.68
mid,windshield,used for,pencil,Windshield is NOT usually used for pencil.,0.0,0.65
high,windshield,made of,window,Windshield can be made of window.,0.0,0.95
high,windshield,made of,door,Windshield can be made of door.,0.0,0.68
high,windshield,made of,car,Windshield can be made of car.,1.0,0.89
high,windshield,made of,truck,Windshield can be made of truck.,0.0,0.95
high,windshield,made of,bus,Windshield can be made of bus.,1.0,0.88
mid,windshield,made of,cloth,Windshield is NOT usually made of cloth.,1.0,0.95
mid,windshield,made of,metal,Windshield is NOT usually made of metal.,1.0,0.95
mid,windshield,made of,plastic,Windshield is NOT usually made of plastic.,1.0,0.57
mid,windshield,made of,wood,Windshield is NOT usually made of wood.,0.0,0.84
mid,windshield,made of,stone,Windshield is NOT usually made of stone.,1.0,0.78
high,windshield,has property,train,Train is a property of windshield.,1.0,0.82
high,windshield,has property,building,Building is a property of windshield.,1.0,0.95
high,windshield,has property,house,House is a property of windshield.,0.0,0.95
high,windshield,has property,car,Car is a property of windshield.,1.0,0.52
high,windshield,has property,bus,Bus is a property of windshield.,0.0,0.95
mid,windshield,has property,color,Windshield is NOT likely to have color.,0.0,0.65
mid,windshield,has property,design,Windshield is NOT likely to have design.,1.0,0.82
mid,windshield,has property,material,Windshield is NOT likely to have material.,0.0,0.95
mid,windshield,has property,print,Windshield is NOT likely to have print.,1.0,0.88
mid,windshield,has property,size,Windshield is NOT likely to have size.,1.0,0.95
